date,city_code,tmv_city_crores,company,ms_pct
01/01/2022,400001,286.29,Atliqo,21.2
01/01/2022,110001,241.59,Atliqo,17.68
01/01/2022,700001,222.19,Atliqo,16.61
01/01/2022,560001,195.41,Atliqo,19.14
01/01/2022,600001,166.78,Atliqo,18.47
01/01/2022,500001,148.68,Atliqo,19
01/01/2022,411001,141.3,Atliqo,17.14
01/01/2022,380001,110.08,Atliqo,19.05
01/01/2022,302001,79.05,Atliqo,28.1
01/01/2022,226001,67.6,Atliqo,17.54
01/01/2022,800008,55.78,Atliqo,26.15
01/01/2022,641001,50.24,Atliqo,15.57
01/01/2022,160017,36.57,Atliqo,17.36
01/01/2022,122001,27.89,Atliqo,19.07
01/01/2022,492001,17.55,Atliqo,24.35
01/02/2022,400001,328.6,Atliqo,18.62
01/02/2022,110001,277.3,Atliqo,19.54
01/02/2022,700001,255.04,Atliqo,15.48
01/02/2022,560001,224.3,Atliqo,20.98
01/02/2022,600001,191.44,Atliqo,29.2
01/02/2022,500001,170.66,Atliqo,20.2
01/02/2022,411001,162.18,Atliqo,17.67
01/02/2022,380001,126.35,Atliqo,16.33
01/02/2022,302001,90.74,Atliqo,17.27
01/02/2022,226001,77.59,Atliqo,31.93
01/02/2022,800008,64.02,Atliqo,18.3
01/02/2022,641001,57.66,Atliqo,20.71
01/02/2022,160017,41.98,Atliqo,15.11
01/02/2022,122001,32.01,Atliqo,29.52
01/02/2022,492001,20.14,Atliqo,20.99
01/03/2022,400001,305.81,Atliqo,18.73
01/03/2022,110001,258.07,Atliqo,18.98
01/03/2022,700001,237.35,Atliqo,28.36
01/03/2022,560001,208.74,Atliqo,20.06
01/03/2022,600001,178.16,Atliqo,17.12
01/03/2022,500001,158.83,Atliqo,17.6
01/03/2022,411001,150.93,Atliqo,20.43
01/03/2022,380001,117.59,Atliqo,24.62
01/03/2022,302001,84.44,Atliqo,20.25
01/03/2022,226001,72.21,Atliqo,20.68
01/03/2022,800008,59.58,Atliqo,17.83
01/03/2022,641001,53.67,Atliqo,31.89
01/03/2022,160017,39.07,Atliqo,19.23
01/03/2022,122001,29.79,Atliqo,20.26
01/03/2022,492001,18.74,Atliqo,18.48
01/04/2022,400001,324.26,Atliqo,20.12
01/04/2022,110001,273.63,Atliqo,18.46
01/04/2022,700001,251.67,Atliqo,19.41
01/04/2022,560001,221.33,Atliqo,19.13
01/04/2022,600001,188.91,Atliqo,17.43
01/04/2022,500001,168.41,Atliqo,16.6
01/04/2022,411001,160.04,Atliqo,28.7
01/04/2022,380001,124.68,Atliqo,19.2
01/04/2022,302001,89.54,Atliqo,16.87
01/04/2022,226001,76.57,Atliqo,17.33
01/04/2022,800008,63.18,Atliqo,18.69
01/04/2022,641001,56.9,Atliqo,15.45
01/04/2022,160017,41.42,Atliqo,25.31
01/04/2022,122001,31.59,Atliqo,19.99
01/04/2022,492001,19.87,Atliqo,18.74
01/06/2022,400001,308,Atliqo,20.16
01/06/2022,110001,253.61,Atliqo,16.61
01/06/2022,700001,235.88,Atliqo,15.59
01/06/2022,560001,211.24,Atliqo,18
01/06/2022,600001,174.99,Atliqo,17.46
01/06/2022,500001,157.64,Atliqo,17.82
01/06/2022,411001,152.13,Atliqo,16.23
01/06/2022,380001,115.47,Atliqo,18.05
01/06/2022,302001,85.72,Atliqo,26.66
01/06/2022,226001,73.7,Atliqo,16.68
01/06/2022,800008,60.5,Atliqo,24.91
01/06/2022,641001,53.6,Atliqo,14.73
01/06/2022,160017,39.02,Atliqo,16.42
01/06/2022,122001,30.35,Atliqo,18.13
01/06/2022,492001,18.92,Atliqo,23.1
01/07/2022,400001,348.85,Atliqo,17.17
01/07/2022,110001,287.25,Atliqo,17.86
01/07/2022,700001,267.16,Atliqo,14.27
01/07/2022,560001,239.26,Atliqo,19.27
01/07/2022,600001,198.2,Atliqo,27.18
01/07/2022,500001,178.56,Atliqo,18.66
01/07/2022,411001,172.31,Atliqo,16.24
01/07/2022,380001,130.79,Atliqo,14.86
01/07/2022,302001,97.09,Atliqo,15.75
01/07/2022,226001,83.47,Atliqo,29.67
01/07/2022,800008,68.52,Atliqo,16.75
01/07/2022,641001,60.71,Atliqo,19
01/07/2022,160017,44.19,Atliqo,13.83
01/07/2022,122001,34.37,Atliqo,27.26
01/07/2022,492001,21.43,Atliqo,19.48
01/08/2022,400001,333.45,Atliqo,17.5
01/08/2022,110001,274.57,Atliqo,17.82
01/08/2022,700001,255.37,Atliqo,27.02
01/08/2022,560001,228.7,Atliqo,19.06
01/08/2022,600001,189.45,Atliqo,15.98
01/08/2022,500001,170.67,Atliqo,16.61
01/08/2022,411001,164.7,Atliqo,19.22
01/08/2022,380001,125.02,Atliqo,23.38
01/08/2022,302001,92.8,Atliqo,19.08
01/08/2022,226001,79.79,Atliqo,19.64
01/08/2022,800008,65.5,Atliqo,16.87
01/08/2022,641001,58.03,Atliqo,30.5
01/08/2022,160017,42.24,Atliqo,18.15
01/08/2022,122001,32.85,Atliqo,19.2
01/08/2022,492001,20.48,Atliqo,17.54
01/09/2022,400001,349.97,Atliqo,18.52
01/09/2022,110001,288.17,Atliqo,16.82
01/09/2022,700001,268.02,Atliqo,17.89
01/09/2022,560001,240.03,Atliqo,17.59
01/09/2022,600001,198.83,Atliqo,15.87
01/09/2022,500001,179.13,Atliqo,15.26
01/09/2022,411001,172.86,Atliqo,26.49
01/09/2022,380001,131.21,Atliqo,17.58
01/09/2022,302001,97.4,Atliqo,15.33
01/09/2022,226001,83.74,Atliqo,15.86
01/09/2022,800008,68.74,Atliqo,17.25
01/09/2022,641001,60.9,Atliqo,14.1
01/09/2022,160017,44.33,Atliqo,23.29
01/09/2022,122001,34.48,Atliqo,18.42
01/09/2022,492001,21.5,Atliqo,17.33
01/01/2022,400001,286.29,Britel,25.45
01/01/2022,110001,241.59,Britel,29.34
01/01/2022,700001,222.19,Britel,27.85
01/01/2022,560001,195.41,Britel,33.97
01/01/2022,600001,166.78,Britel,31.44
01/01/2022,500001,148.68,Britel,30.93
01/01/2022,411001,141.3,Britel,34.31
01/01/2022,380001,110.08,Britel,30.45
01/01/2022,302001,79.05,Britel,18.47
01/01/2022,226001,67.6,Britel,32.71
01/01/2022,800008,55.78,Britel,20.17
01/01/2022,641001,50.24,Britel,30.53
01/01/2022,160017,36.57,Britel,32.97
01/01/2022,122001,27.89,Britel,27.41
01/01/2022,492001,17.55,Britel,20.31
01/02/2022,400001,328.6,Britel,27.42
01/02/2022,110001,277.3,Britel,30.36
01/02/2022,700001,255.04,Britel,31.02
01/02/2022,560001,224.3,Britel,30.34
01/02/2022,600001,191.44,Britel,21.66
01/02/2022,500001,170.66,Britel,23.47
01/02/2022,411001,162.18,Britel,32.57
01/02/2022,380001,126.35,Britel,27.25
01/02/2022,302001,90.74,Britel,31.9
01/02/2022,226001,77.59,Britel,17.33
01/02/2022,800008,64.02,Britel,31.64
01/02/2022,641001,57.66,Britel,29.09
01/02/2022,160017,41.98,Britel,29.39
01/02/2022,122001,32.01,Britel,19.87
01/02/2022,492001,20.14,Britel,26.89
01/03/2022,400001,305.81,Britel,32.14
01/03/2022,110001,258.07,Britel,31.97
01/03/2022,700001,237.35,Britel,19.64
01/03/2022,560001,208.74,Britel,28.13
01/03/2022,600001,178.16,Britel,24.17
01/03/2022,500001,158.83,Britel,31.95
01/03/2022,411001,150.93,Britel,28.19
01/03/2022,380001,117.59,Britel,20.42
01/03/2022,302001,84.44,Britel,26.67
01/03/2022,226001,72.21,Britel,24.99
01/03/2022,800008,59.58,Britel,25.96
01/03/2022,641001,53.67,Britel,18.31
01/03/2022,160017,39.07,Britel,26
01/03/2022,122001,29.79,Britel,31
01/03/2022,492001,18.74,Britel,25.32
01/04/2022,400001,324.26,Britel,28.26
01/04/2022,110001,273.63,Britel,30.41
01/04/2022,700001,251.67,Britel,27
01/04/2022,560001,221.33,Britel,26.36
01/04/2022,600001,188.91,Britel,32.23
01/04/2022,500001,168.41,Britel,29.48
01/04/2022,411001,160.04,Britel,19.73
01/04/2022,380001,124.68,Britel,28.14
01/04/2022,302001,89.54,Britel,30.37
01/04/2022,226001,76.57,Britel,27.86
01/04/2022,800008,63.18,Britel,28.65
01/04/2022,641001,56.9,Britel,28.8
01/04/2022,160017,41.42,Britel,17.34
01/04/2022,122001,31.59,Britel,25.59
01/04/2022,492001,19.87,Britel,23.98
01/06/2022,400001,308,Britel,25.79
01/06/2022,110001,253.61,Britel,29.72
01/06/2022,700001,235.88,Britel,28.19
01/06/2022,560001,211.24,Britel,34.45
01/06/2022,600001,174.99,Britel,31.83
01/06/2022,500001,157.64,Britel,31.38
01/06/2022,411001,152.13,Britel,34.69
01/06/2022,380001,115.47,Britel,30.83
01/06/2022,302001,85.72,Britel,18.84
01/06/2022,226001,73.7,Britel,33.05
01/06/2022,800008,60.5,Britel,20.51
01/06/2022,641001,53.6,Britel,30.84
01/06/2022,160017,39.02,Britel,33.35
01/06/2022,122001,30.35,Britel,27.73
01/06/2022,492001,18.92,Britel,20.64
01/07/2022,400001,348.85,Britel,27.91
01/07/2022,110001,287.25,Britel,31
01/07/2022,700001,267.16,Britel,31.46
01/07/2022,560001,239.26,Britel,31
01/07/2022,600001,198.2,Britel,22.28
01/07/2022,500001,178.56,Britel,23.92
01/07/2022,411001,172.31,Britel,33.14
01/07/2022,380001,130.79,Britel,27.73
01/07/2022,302001,97.09,Britel,32.48
01/07/2022,226001,83.47,Britel,17.9
01/07/2022,800008,68.52,Britel,32.24
01/07/2022,641001,60.71,Britel,29.72
01/07/2022,160017,44.19,Britel,29.83
01/07/2022,122001,34.37,Britel,20.51
01/07/2022,492001,21.43,Britel,27.41
01/08/2022,400001,333.45,Britel,32.63
01/08/2022,110001,274.57,Britel,32.43
01/08/2022,700001,255.37,Britel,20.01
01/08/2022,560001,228.7,Britel,28.48
01/08/2022,600001,189.45,Britel,24.5
01/08/2022,500001,170.67,Britel,32.33
01/08/2022,411001,164.7,Britel,28.62
01/08/2022,380001,125.02,Britel,20.76
01/08/2022,302001,92.8,Britel,27.06
01/08/2022,226001,79.79,Britel,25.32
01/08/2022,800008,65.5,Britel,26.26
01/08/2022,641001,58.03,Britel,18.68
01/08/2022,160017,42.24,Britel,26.35
01/08/2022,122001,32.85,Britel,31.41
01/08/2022,492001,20.48,Britel,25.61
01/09/2022,400001,349.97,Britel,28.82
01/09/2022,110001,288.17,Britel,31.02
01/09/2022,700001,268.02,Britel,27.51
01/09/2022,560001,240.03,Britel,26.86
01/09/2022,600001,198.83,Britel,32.84
01/09/2022,500001,179.13,Britel,29.95
01/09/2022,411001,172.86,Britel,20.34
01/09/2022,380001,131.21,Britel,28.71
01/09/2022,302001,97.4,Britel,30.93
01/09/2022,226001,83.74,Britel,28.36
01/09/2022,800008,68.74,Britel,29.16
01/09/2022,641001,60.9,Britel,29.26
01/09/2022,160017,44.33,Britel,17.81
01/09/2022,122001,34.48,Britel,26.09
01/09/2022,492001,21.5,Britel,24.4
01/01/2022,400001,286.29,PIO,33.96
01/01/2022,110001,241.59,PIO,35.77
01/01/2022,700001,222.19,PIO,38.08
01/01/2022,560001,195.41,PIO,33.01
01/01/2022,600001,166.78,PIO,35.89
01/01/2022,500001,148.68,PIO,34.05
01/01/2022,411001,141.3,PIO,31.34
01/01/2022,380001,110.08,PIO,32.08
01/01/2022,302001,79.05,PIO,34.92
01/01/2022,226001,67.6,PIO,31.28
01/01/2022,800008,55.78,PIO,34.18
01/01/2022,641001,50.24,PIO,36.64
01/01/2022,160017,36.57,PIO,32.49
01/01/2022,122001,27.89,PIO,35.33
01/01/2022,492001,17.55,PIO,36.4
01/02/2022,400001,328.6,PIO,36.83
01/02/2022,110001,277.3,PIO,34.01
01/02/2022,700001,255.04,PIO,36.01
01/02/2022,560001,224.3,PIO,32.01
01/02/2022,600001,191.44,PIO,31.77
01/02/2022,500001,170.66,PIO,38.65
01/02/2022,411001,162.18,PIO,33.9
01/02/2022,380001,126.35,PIO,39.9
01/02/2022,302001,90.74,PIO,33.52
01/02/2022,226001,77.59,PIO,36.25
01/02/2022,800008,64.02,PIO,31.56
01/02/2022,641001,57.66,PIO,33.12
01/02/2022,160017,41.98,PIO,35.37
01/02/2022,122001,32.01,PIO,33.47
01/02/2022,492001,20.14,PIO,35.36
01/03/2022,400001,305.81,PIO,30.23
01/03/2022,110001,258.07,PIO,33.16
01/03/2022,700001,237.35,PIO,35.97
01/03/2022,560001,208.74,PIO,33.78
01/03/2022,600001,178.16,PIO,39.75
01/03/2022,500001,158.83,PIO,32.13
01/03/2022,411001,150.93,PIO,31.64
01/03/2022,380001,117.59,PIO,37.88
01/03/2022,302001,84.44,PIO,36.97
01/03/2022,226001,72.21,PIO,37.79
01/03/2022,800008,59.58,PIO,39.39
01/03/2022,641001,53.67,PIO,32.85
01/03/2022,160017,39.07,PIO,35.12
01/03/2022,122001,29.79,PIO,33.91
01/03/2022,492001,18.74,PIO,39.01
01/04/2022,400001,324.26,PIO,32.22
01/04/2022,110001,273.63,PIO,35.81
01/04/2022,700001,251.67,PIO,38.01
01/04/2022,560001,221.33,PIO,35.26
01/04/2022,600001,188.91,PIO,33.15
01/04/2022,500001,168.41,PIO,36.01
01/04/2022,411001,160.04,PIO,37.08
01/04/2022,380001,124.68,PIO,35.13
01/04/2022,302001,89.54,PIO,33.23
01/04/2022,226001,76.57,PIO,37.19
01/04/2022,800008,63.18,PIO,35.35
01/04/2022,641001,56.9,PIO,37.29
01/04/2022,160017,41.42,PIO,40.37
01/04/2022,122001,31.59,PIO,36.74
01/04/2022,492001,19.87,PIO,37.27
01/06/2022,400001,308,PIO,34.41
01/06/2022,110001,253.61,PIO,36.23
01/06/2022,700001,235.88,PIO,38.55
01/06/2022,560001,211.24,PIO,33.48
01/06/2022,600001,174.99,PIO,36.33
01/06/2022,500001,157.64,PIO,34.55
01/06/2022,411001,152.13,PIO,31.69
01/06/2022,380001,115.47,PIO,32.48
01/06/2022,302001,85.72,PIO,35.62
01/06/2022,226001,73.7,PIO,31.61
01/06/2022,800008,60.5,PIO,34.75
01/06/2022,641001,53.6,PIO,37.01
01/06/2022,160017,39.02,PIO,32.86
01/06/2022,122001,30.35,PIO,35.74
01/06/2022,492001,18.92,PIO,37
01/07/2022,400001,348.85,PIO,37.49
01/07/2022,110001,287.25,PIO,34.72
01/07/2022,700001,267.16,PIO,36.53
01/07/2022,560001,239.26,PIO,32.7
01/07/2022,600001,198.2,PIO,32.68
01/07/2022,500001,178.56,PIO,39.39
01/07/2022,411001,172.31,PIO,34.49
01/07/2022,380001,130.79,PIO,40.6
01/07/2022,302001,97.09,PIO,34.13
01/07/2022,226001,83.47,PIO,37.45
01/07/2022,800008,68.52,PIO,32.16
01/07/2022,641001,60.71,PIO,33.83
01/07/2022,160017,44.19,PIO,35.9
01/07/2022,122001,34.37,PIO,34.54
01/07/2022,492001,21.43,PIO,36.04
01/08/2022,400001,333.45,PIO,30.69
01/08/2022,110001,274.57,PIO,33.63
01/08/2022,700001,255.37,PIO,36.64
01/08/2022,560001,228.7,PIO,34.2
01/08/2022,600001,189.45,PIO,40.3
01/08/2022,500001,170.67,PIO,32.52
01/08/2022,411001,164.7,PIO,32.12
01/08/2022,380001,125.02,PIO,38.5
01/08/2022,302001,92.8,PIO,37.51
01/08/2022,226001,79.79,PIO,38.28
01/08/2022,800008,65.5,PIO,39.85
01/08/2022,641001,58.03,PIO,33.52
01/08/2022,160017,42.24,PIO,35.59
01/08/2022,122001,32.85,PIO,34.36
01/08/2022,492001,20.48,PIO,39.46
01/09/2022,400001,349.97,PIO,32.86
01/09/2022,110001,288.17,PIO,36.53
01/09/2022,700001,268.02,PIO,38.73
01/09/2022,560001,240.03,PIO,35.93
01/09/2022,600001,198.83,PIO,33.77
01/09/2022,500001,179.13,PIO,36.59
01/09/2022,411001,172.86,PIO,38.23
01/09/2022,380001,131.21,PIO,35.84
01/09/2022,302001,97.4,PIO,33.85
01/09/2022,226001,83.74,PIO,37.85
01/09/2022,800008,68.74,PIO,35.98
01/09/2022,641001,60.9,PIO,37.88
01/09/2022,160017,44.33,PIO,41.46
01/09/2022,122001,34.48,PIO,37.46
01/09/2022,492001,21.5,PIO,37.92
01/01/2022,400001,286.29,DADAFONE,11.87
01/01/2022,110001,241.59,DADAFONE,10.64
01/01/2022,700001,222.19,DADAFONE,9.53
01/01/2022,560001,195.41,DADAFONE,8.42
01/01/2022,600001,166.78,DADAFONE,7.17
01/01/2022,500001,148.68,DADAFONE,8.67
01/01/2022,411001,141.3,DADAFONE,8.76
01/01/2022,380001,110.08,DADAFONE,11.88
01/01/2022,302001,79.05,DADAFONE,12.19
01/01/2022,226001,67.6,DADAFONE,13.12
01/01/2022,800008,55.78,DADAFONE,12.14
01/01/2022,641001,50.24,DADAFONE,8.24
01/01/2022,160017,36.57,DADAFONE,8.37
01/01/2022,122001,27.89,DADAFONE,10.22
01/01/2022,492001,17.55,DADAFONE,12.36
01/02/2022,400001,328.6,DADAFONE,11.47
01/02/2022,110001,277.3,DADAFONE,8.9
01/02/2022,700001,255.04,DADAFONE,9.77
01/02/2022,560001,224.3,DADAFONE,9.27
01/02/2022,600001,191.44,DADAFONE,9.4
01/02/2022,500001,170.66,DADAFONE,11.52
01/02/2022,411001,162.18,DADAFONE,8.39
01/02/2022,380001,126.35,DADAFONE,8.48
01/02/2022,302001,90.74,DADAFONE,11.18
01/02/2022,226001,77.59,DADAFONE,8.94
01/02/2022,800008,64.02,DADAFONE,10.87
01/02/2022,641001,57.66,DADAFONE,9.68
01/02/2022,160017,41.98,DADAFONE,11.25
01/02/2022,122001,32.01,DADAFONE,8.69
01/02/2022,492001,20.14,DADAFONE,10.25
01/03/2022,400001,305.81,DADAFONE,11.66
01/03/2022,110001,258.07,DADAFONE,7.72
01/03/2022,700001,237.35,DADAFONE,8.88
01/03/2022,560001,208.74,DADAFONE,11.17
01/03/2022,600001,178.16,DADAFONE,12.83
01/03/2022,500001,158.83,DADAFONE,11.53
01/03/2022,411001,150.93,DADAFONE,12.37
01/03/2022,380001,117.59,DADAFONE,10.09
01/03/2022,302001,84.44,DADAFONE,10.65
01/03/2022,226001,72.21,DADAFONE,8.7
01/03/2022,800008,59.58,DADAFONE,10.49
01/03/2022,641001,53.67,DADAFONE,8.22
01/03/2022,160017,39.07,DADAFONE,10.5
01/03/2022,122001,29.79,DADAFONE,8.08
01/03/2022,492001,18.74,DADAFONE,9.49
01/04/2022,400001,324.26,DADAFONE,12.18
01/04/2022,110001,273.63,DADAFONE,9.46
01/04/2022,700001,251.67,DADAFONE,9.18
01/04/2022,560001,221.33,DADAFONE,11.46
01/04/2022,600001,188.91,DADAFONE,9.52
01/04/2022,500001,168.41,DADAFONE,9.09
01/04/2022,411001,160.04,DADAFONE,8.02
01/04/2022,380001,124.68,DADAFONE,10.89
01/04/2022,302001,89.54,DADAFONE,12.47
01/04/2022,226001,76.57,DADAFONE,11.29
01/04/2022,800008,63.18,DADAFONE,11.54
01/04/2022,641001,56.9,DADAFONE,11.35
01/04/2022,160017,41.42,DADAFONE,9.82
01/04/2022,122001,31.59,DADAFONE,10.52
01/04/2022,492001,19.87,DADAFONE,12.31
01/06/2022,400001,308,DADAFONE,12.03
01/06/2022,110001,253.61,DADAFONE,10.78
01/06/2022,700001,235.88,DADAFONE,9.65
01/06/2022,560001,211.24,DADAFONE,8.54
01/06/2022,600001,174.99,DADAFONE,7.26
01/06/2022,500001,157.64,DADAFONE,8.8
01/06/2022,411001,152.13,DADAFONE,8.86
01/06/2022,380001,115.47,DADAFONE,12.03
01/06/2022,302001,85.72,DADAFONE,12.43
01/06/2022,226001,73.7,DADAFONE,13.26
01/06/2022,800008,60.5,DADAFONE,12.34
01/06/2022,641001,53.6,DADAFONE,8.32
01/06/2022,160017,39.02,DADAFONE,8.47
01/06/2022,122001,30.35,DADAFONE,10.34
01/06/2022,492001,18.92,DADAFONE,12.56
01/07/2022,400001,348.85,DADAFONE,11.67
01/07/2022,110001,287.25,DADAFONE,9.09
01/07/2022,700001,267.16,DADAFONE,9.91
01/07/2022,560001,239.26,DADAFONE,9.47
01/07/2022,600001,198.2,DADAFONE,9.67
01/07/2022,500001,178.56,DADAFONE,11.74
01/07/2022,411001,172.31,DADAFONE,8.54
01/07/2022,380001,130.79,DADAFONE,8.63
01/07/2022,302001,97.09,DADAFONE,11.38
01/07/2022,226001,83.47,DADAFONE,9.24
01/07/2022,800008,68.52,DADAFONE,11.08
01/07/2022,641001,60.71,DADAFONE,9.89
01/07/2022,160017,44.19,DADAFONE,11.42
01/07/2022,122001,34.37,DADAFONE,8.97
01/07/2022,492001,21.43,DADAFONE,10.45
01/08/2022,400001,333.45,DADAFONE,11.84
01/08/2022,110001,274.57,DADAFONE,7.83
01/08/2022,700001,255.37,DADAFONE,9.05
01/08/2022,560001,228.7,DADAFONE,11.31
01/08/2022,600001,189.45,DADAFONE,13.01
01/08/2022,500001,170.67,DADAFONE,11.67
01/08/2022,411001,164.7,DADAFONE,12.56
01/08/2022,380001,125.02,DADAFONE,10.26
01/08/2022,302001,92.8,DADAFONE,10.81
01/08/2022,226001,79.79,DADAFONE,8.81
01/08/2022,800008,65.5,DADAFONE,10.61
01/08/2022,641001,58.03,DADAFONE,8.39
01/08/2022,160017,42.24,DADAFONE,10.64
01/08/2022,122001,32.85,DADAFONE,8.19
01/08/2022,492001,20.48,DADAFONE,9.6
01/09/2022,400001,349.97,DADAFONE,12.42
01/09/2022,110001,288.17,DADAFONE,9.65
01/09/2022,700001,268.02,DADAFONE,9.35
01/09/2022,560001,240.03,DADAFONE,11.68
01/09/2022,600001,198.83,DADAFONE,9.7
01/09/2022,500001,179.13,DADAFONE,9.24
01/09/2022,411001,172.86,DADAFONE,8.27
01/09/2022,380001,131.21,DADAFONE,11.11
01/09/2022,302001,97.4,DADAFONE,12.7
01/09/2022,226001,83.74,DADAFONE,11.49
01/09/2022,800008,68.74,DADAFONE,11.74
01/09/2022,641001,60.9,DADAFONE,11.53
01/09/2022,160017,44.33,DADAFONE,10.09
01/09/2022,122001,34.48,DADAFONE,10.73
01/09/2022,492001,21.5,DADAFONE,12.52
01/01/2022,400001,286.29,Others,7.52
01/01/2022,110001,241.59,Others,6.57
01/01/2022,700001,222.19,Others,7.93
01/01/2022,560001,195.41,Others,5.46
01/01/2022,600001,166.78,Others,7.03
01/01/2022,500001,148.68,Others,7.35
01/01/2022,411001,141.3,Others,8.45
01/01/2022,380001,110.08,Others,6.54
01/01/2022,302001,79.05,Others,6.32
01/01/2022,226001,67.6,Others,5.35
01/01/2022,800008,55.78,Others,7.36
01/01/2022,641001,50.24,Others,9.02
01/01/2022,160017,36.57,Others,8.81
01/01/2022,122001,27.89,Others,7.97
01/01/2022,492001,17.55,Others,6.58
01/02/2022,400001,328.6,Others,5.66
01/02/2022,110001,277.3,Others,7.19
01/02/2022,700001,255.04,Others,7.72
01/02/2022,560001,224.3,Others,7.4
01/02/2022,600001,191.44,Others,7.97
01/02/2022,500001,170.66,Others,6.16
01/02/2022,411001,162.18,Others,7.47
01/02/2022,380001,126.35,Others,8.04
01/02/2022,302001,90.74,Others,6.13
01/02/2022,226001,77.59,Others,5.55
01/02/2022,800008,64.02,Others,7.63
01/02/2022,641001,57.66,Others,7.4
01/02/2022,160017,41.98,Others,8.88
01/02/2022,122001,32.01,Others,8.45
01/02/2022,492001,20.14,Others,6.51
01/03/2022,400001,305.81,Others,7.24
01/03/2022,110001,258.07,Others,8.17
01/03/2022,700001,237.35,Others,7.15
01/03/2022,560001,208.74,Others,6.86
01/03/2022,600001,178.16,Others,6.13
01/03/2022,500001,158.83,Others,6.79
01/03/2022,411001,150.93,Others,7.37
01/03/2022,380001,117.59,Others,6.99
01/03/2022,302001,84.44,Others,5.46
01/03/2022,226001,72.21,Others,7.84
01/03/2022,800008,59.58,Others,6.33
01/03/2022,641001,53.67,Others,8.73
01/03/2022,160017,39.07,Others,9.15
01/03/2022,122001,29.79,Others,6.75
01/03/2022,492001,18.74,Others,7.7
01/04/2022,400001,324.26,Others,7.22
01/04/2022,110001,273.63,Others,5.86
01/04/2022,700001,251.67,Others,6.4
01/04/2022,560001,221.33,Others,7.79
01/04/2022,600001,188.91,Others,7.67
01/04/2022,500001,168.41,Others,8.82
01/04/2022,411001,160.04,Others,6.47
01/04/2022,380001,124.68,Others,6.64
01/04/2022,302001,89.54,Others,7.06
01/04/2022,226001,76.57,Others,6.33
01/04/2022,800008,63.18,Others,5.77
01/04/2022,641001,56.9,Others,7.11
01/04/2022,160017,41.42,Others,7.16
01/04/2022,122001,31.59,Others,7.16
01/04/2022,492001,19.87,Others,7.7
01/06/2022,400001,308,Others,7.62
01/06/2022,110001,253.61,Others,6.66
01/06/2022,700001,235.88,Others,8.03
01/06/2022,560001,211.24,Others,5.54
01/06/2022,600001,174.99,Others,7.12
01/06/2022,500001,157.64,Others,7.46
01/06/2022,411001,152.13,Others,8.54
01/06/2022,380001,115.47,Others,6.62
01/06/2022,302001,85.72,Others,6.45
01/06/2022,226001,73.7,Others,5.41
01/06/2022,800008,60.5,Others,7.48
01/06/2022,641001,53.6,Others,9.11
01/06/2022,160017,39.02,Others,8.91
01/06/2022,122001,30.35,Others,8.06
01/06/2022,492001,18.92,Others,6.69
01/07/2022,400001,348.85,Others,5.76
01/07/2022,110001,287.25,Others,7.34
01/07/2022,700001,267.16,Others,7.83
01/07/2022,560001,239.26,Others,7.56
01/07/2022,600001,198.2,Others,8.2
01/07/2022,500001,178.56,Others,6.28
01/07/2022,411001,172.31,Others,7.6
01/07/2022,380001,130.79,Others,8.18
01/07/2022,302001,97.09,Others,6.24
01/07/2022,226001,83.47,Others,5.73
01/07/2022,800008,68.52,Others,7.77
01/07/2022,641001,60.71,Others,7.56
01/07/2022,160017,44.19,Others,9.01
01/07/2022,122001,34.37,Others,8.72
01/07/2022,492001,21.43,Others,6.63
01/08/2022,400001,333.45,Others,7.35
01/08/2022,110001,274.57,Others,8.29
01/08/2022,700001,255.37,Others,7.28
01/08/2022,560001,228.7,Others,6.95
01/08/2022,600001,189.45,Others,6.21
01/08/2022,500001,170.67,Others,6.87
01/08/2022,411001,164.7,Others,7.48
01/08/2022,380001,125.02,Others,7.11
01/08/2022,302001,92.8,Others,5.54
01/08/2022,226001,79.79,Others,7.94
01/08/2022,800008,65.5,Others,6.4
01/08/2022,641001,58.03,Others,8.91
01/08/2022,160017,42.24,Others,9.27
01/08/2022,122001,32.85,Others,6.84
01/08/2022,492001,20.48,Others,7.79
01/09/2022,400001,349.97,Others,7.36
01/09/2022,110001,288.17,Others,5.98
01/09/2022,700001,268.02,Others,6.52
01/09/2022,560001,240.03,Others,7.94
01/09/2022,600001,198.83,Others,7.81
01/09/2022,500001,179.13,Others,8.96
01/09/2022,411001,172.86,Others,6.67
01/09/2022,380001,131.21,Others,6.77
01/09/2022,302001,97.4,Others,7.19
01/09/2022,226001,83.74,Others,6.44
01/09/2022,800008,68.74,Others,5.87
01/09/2022,641001,60.9,Others,7.22
01/09/2022,160017,44.33,Others,7.35
01/09/2022,122001,34.48,Others,7.3
01/09/2022,492001,21.5,Others,7.83
